StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-12-05 07:49:59,2025-12-05 07:57:55,IP Address,100,476,True,2025-12-05 07:57:55,R_61C5Rm8u5iEX4R3,NA,anonymous,EN,Yes,67e73cc7cf25bb683f36f62c,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Heads,Tails,Heads,Tails,Tails,Tails,1,61,Definitely not true,Unsure,Unsure,Unsure,Definitely not true,Probably not true,Unsure,Definitely not true,Probably not true,Probably not true,Unsure,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Probably not true,Unsure,Definitely not true,Definitely not true,Probably true,Probably not true,Unsure,Probably true,Definitely not true,Probably not true,Definitely not true,Unsure,Probably not true,Probably true,Probably not true,Definitely not true,Probably not true,Probably true,Probably not true,Unsure,Definitely not true,Definitely not true,Probably true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Male,NA,18-24 years old,White or Caucasian,Bachelor’s degree,"$150,000 or more",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 07:49:27,2025-12-05 07:57:56,IP Address,100,509,True,2025-12-05 07:57:57,R_7kFjrBBI0r02t26,NA,anonymous,EN,Yes,67630f751df95f8fb373e275,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Tails,Heads,Tails,Tails,Heads,Tails,Heads,2,85,Definitely true,Unsure,Probably not true,Probably true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Unsure,Definitely not true,Definitely not true,Unsure,Probably not true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Male,NA,55-64 years old,White or Caucasian,Associates or technical degree,"$75,000-$99,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 07:50:27,2025-12-05 07:57:57,IP Address,100,449,True,2025-12-05 07:57:57,R_3nIArEgfbfMY21a,NA,anonymous,EN,Yes,5e1f8fbfb202032c463f3e06,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,Probably true,Probably not true,Definitely not true,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Unsure,Probably not true,Definitely not true,Unsure,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 07:54:18,2025-12-05 07:58:18,IP Address,100,239,True,2025-12-05 07:58:18,R_1CCFh5c89DSBclZ,NA,anonymous,EN,Yes,5d617ba9364f9a0019f1dac3,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Tails,Tails,Tails,Heads,Tails,2,50,Definitely true,Definitely not true,Probably not true,Unsure,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Non-binary / third gender,NA,35-44 years old,Asian,Associates or technical degree,"$25,000-$49,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 07:48:22,2025-12-05 07:58:30,IP Address,100,608,True,2025-12-05 07:58:31,R_6Vgr6NLalq2ad9y,NA,anonymous,EN,Yes,5ae2641f5cd05500015ece71,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Tails,Heads,Heads,Heads,Tails,4,90,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Unsure,Definitely true,Definitely not true,Unsure,Probably true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,Bachelor’s degree,"$150,000 or more",Democrat,NA,NA,Strong,Democratic,low
2025-12-05 07:49:54,2025-12-05 07:58:33,IP Address,100,518,True,2025-12-05 07:58:33,R_6D85yjYgo5whEit,NA,anonymous,EN,Yes,651c1abbc73b6eea8fa97193,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,80,Unsure,Definitely not true,Probably not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Unsure,Probably true,Probably not true,Unsure,Definitely not true,Probably not true,Probably true,Probably true,Probably not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,Associates or technical degree,"$25,000-$49,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:48:51,2025-12-05 07:58:42,IP Address,100,591,True,2025-12-05 07:58:43,R_11BDKzzgs3eOjWB,NA,anonymous,EN,Yes,66c110122b25034052d535bc,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Tails,Heads,Heads,Heads,Heads,Tails,Heads,5,87,Probably not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Unsure,Probably not true,Definitely not true,Probably true,Unsure,Probably not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,45-54 years old,Black or African American,Bachelor’s degree,"$100,000-$149,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 07:52:55,2025-12-05 07:59:07,IP Address,100,371,True,2025-12-05 07:59:07,R_6ewR5Jv7jhNLK4T,NA,anonymous,EN,Yes,5c1021a547d07800011a23de,Heads,NA,Tails,Heads,Tails,Heads,Tails,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,85,Definitely true,Unsure,Definitely true,Definitely true,Definitely true,Probably true,Probably true,Probably true,Probably not true,Probably not true,Unsure,Probably not true,Probably true,Definitely not true,Unsure,Unsure,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,High school diploma or GED,"$50,000-$74,999",Republican,NA,Not very strong,Not very strong,Republican,high
2025-12-05 07:52:28,2025-12-05 07:59:25,IP Address,100,417,True,2025-12-05 07:59:26,R_67nUB0mNDK6mC3f,NA,anonymous,EN,Yes,55acf681fdf99b3d5b2ab68c,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Tails,Heads,Tails,Tails,Heads,Heads,1,40,Probably true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably true,Probably not true,Unsure,Unsure,Definitely not true,Definitely not true,Unsure,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Unsure,Probably not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,Associates or technical degree,"$100,000-$149,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 07:48:17,2025-12-05 07:59:45,IP Address,100,688,True,2025-12-05 07:59:45,R_5nBnkmzRop2SXrD,NA,anonymous,EN,Yes,5664626351fac700118ed1df,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,73,Unsure,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 07:46:53,2025-12-05 08:00:05,IP Address,100,791,True,2025-12-05 08:00:05,R_6qmTNgAOhEb1sh8,NA,anonymous,EN,Yes,64a2be5c2053c3002cf8bbfc,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100,Definitely true,Probably not true,Definitely not true,Probably true,Definitely true,Unsure,Definitely not true,Unsure,Probably true,Probably not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,65+ years old,White or Caucasian,Associates or technical degree,"$25,000-$49,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 07:47:51,2025-12-05 08:00:07,IP Address,100,736,True,2025-12-05 08:00:07,R_3YVKmy1JKfN7vl7,NA,anonymous,EN,Yes,60b3e6ad448226548d21fc4d,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Tails,Heads,Heads,Tails,Heads,Tails,1,50,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Probably not true,Definitely not true,Unsure,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably true,Definitely not true,Definitely not true,Probably not true,Probably true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Bachelor’s degree,"$150,000 or more",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 07:51:52,2025-12-05 08:00:14,IP Address,100,501,True,2025-12-05 08:00:14,R_6YtPRcmwGgOC6Fr,NA,anonymous,EN,Yes,5bf8898f6669ae000122e9ad,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,1,81,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"$50,000-$74,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 07:46:14,2025-12-05 08:00:24,IP Address,100,849,True,2025-12-05 08:00:24,R_1tLn0xeWfLe52Nj,NA,anonymous,EN,Yes,66318eecf4b2dd2836d910d8,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,80,Probably not true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Male,NA,35-44 years old,Black or African American,Associates or technical degree,"$25,000-$49,999",Democrat,NA,Not very strong,Strong,Democratic,high
